Name,Team,Level,Position,Throws,Age,Year,AB (All Levels),IP (All Levels),G (All Levels)
Chuck Porter,MIL,MLB,SP,R,29,1984,3,1255.6,225
Paul Molitor,MIL,MLB,IF,R,27,1984,3126,0,765
